merchant,category,job,age,state,city,amt,is_fraud
Murray-Smitham,grocery_pos,"Surveyor, land/geomatics",28,NE,Omaha,323.46,1
Gerhold LLC,home,"Teacher, early years/pre",82,MO,Louisiana,75.24,0
Funk Group,grocery_net,Historic buildings inspector/conservation officer,51,NM,Espanola,24.74,0
Pagac LLC,shopping_pos,Physiotherapist,56,HI,Honokaa,7.18,0
Block-Parisian,misc_net,Electronics engineer,34,MO,Centerview,6.08,0
Koelpin and Sons,misc_net,Education administrator,57,CA,Vinton,2.18,0
Ankunding-Carroll,travel,Intelligence analyst,52,ID,Meridian,5.16,0
"Denesik, Powlowski and Pouros",home,Freight forwarder,47,WY,Fort Washakie,75.29,0
Cruickshank-Mills,entertainment,Wellsite geologist,57,CA,Corona,15.25,0
Pouros-Haag,shopping_pos,Public librarian,49,WY,Jelm,4.06,0
Fisher Inc,shopping_net,Education administrator,57,CA,Vinton,3.18,0
"Schultz, Simonis and Little",grocery_pos,Water engineer,48,CO,Littleton,213.75,0
Kunze Inc,grocery_pos,Museum/gallery exhibitions officer,31,CO,Colorado Springs,171.61,0
"Douglas, DuBuque and McKenzie",travel,Chartered legal executive (England and Wales),56,CA,Blairsden-Graeagle,4.26,0
Dickinson Lt,personal_care,Planning and development surveyor,41,OR,Lake Oswego,1.19,0
Flatley Group,misc_pos,Musician,41,WA,Burbank,125.72,0
"Ledner, Hartmann and Feest",health_fitness,Health service manager,96,CA,June Lake,23.94,0
Huels-Hahn,gas_transport,Human resources officer,56,NE,Manley,90.44,0
Fisher Inc,shopping_net,Health physicist,52,CA,Newhall,4.33,0
Upton PLC,entertainment,Naval architect,56,NM,High Rolls Mountain Park,58.3,0
Sporer-Keeble,personal_care,Music therapist,39,WY,Rock Springs,17.4,0
Fritsch LLC,travel,Clothing/textile technologist,24,WA,Tekoa,1.07,0
Schuppe LLC,entertainment,Musician,41,WA,Burbank,138.28,0
"Christiansen, Goyette and Schamberge",gas_transport,Barrister,87,OR,Cascade Locks,59.19,0
Gibson-Deckow,entertainment,Economist,29,OR,Jordan Valley,75.56,0
Huels-Nolan,gas_transport,Local government officer,69,OR,Powell Butte,68.05,0
Morissette-Schaefe,personal_care,Musician,41,WA,Burbank,166.07,0
Kling Inc,gas_transport,"Radiographer, diagnostic",61,MO,Syracuse,57.7,0
Bode-Rempel,kids_pets,Sales executive,53,CA,Laguna Hills,97.21,0
DuBuque LLC,grocery_pos,Sales executive,53,CA,Laguna Hills,89.02,0
Roob-Okunev,health_fitness,Chartered legal executive (England and Wales),56,CA,Blairsden-Graeagle,2.68,0
Beier and Sons,home,Educational psychologist,42,WY,Manville,107.84,0
Paucek-Wiz,grocery_net,Mental health nurse,45,CO,Dumont,49.93,0
"Hills, Hegmann and Schaefe",health_fitness,Firefighter,50,CA,Norwalk,25.65,0
Lynch-Wisozk,home,"Surveyor, land/geomatics",28,NE,Omaha,77.85,0
Kuhn LLC,shopping_pos,Musician,41,WA,Burbank,17.66,0
Gislason Group,misc_pos,"Surveyor, minerals",36,UT,Thompson,6.38,0
"Reichert, Huels and Hoppe",shopping_net,Historic buildings inspector/conservation officer,51,NM,Espanola,4.25,0
"Hagenes, Hermann and Stroman",travel,Architect,70,MO,Mound City,4.88,0
Kessler Inc,travel,Immigration officer,36,CA,Fiddletown,428.43,0
"Schaefer, Maggio and Daugherty",gas_transport,Call centre manager,65,CA,Greenview,39.37,0
Turner LLC,travel,"Therapist, horticultural",47,CA,Huntington Beach,7.65,0
Smitham-Schille,grocery_net,Public house manager,49,WA,Burlington,71.57,0
Pacocha-O'Reilly,grocery_pos,Water engineer,48,CO,Littleton,190.31,0
Hudson-Ratke,grocery_pos,Early years teacher,50,CA,Helm,95.36,0
Thiel-Thiel,entertainment,"Engineer, production",30,MO,Independence,188.02,0
Fritsch LLC,travel,Soil scientist,57,CA,Sacramento,2.07,0
"Metz, Russel and Metz",kids_pets,Musician,41,WA,Burbank,96.28,0
Auer LLC,personal_care,Educational psychologist,42,WY,Manville,55.96,0
Kuphal-Predovic,misc_net,"Sales professional, IT",33,UT,Altonah,336.42,0
Gislason Group,travel,Music therapist,39,WY,Rock Springs,9.72,0
"Metz, Russel and Metz",kids_pets,Cartographer,57,ID,Mesa,7.79,0
McGlynn-Heathcote,misc_net,"Research officer, political party",39,WA,Conway,1.4,0
Schumm PLC,health_fitness,Naval architect,56,NM,High Rolls Mountain Park,201.65,0
"McDermott, Osinski and Mo",home,Freight forwarder,47,WY,Fort Washakie,89.03,0
Abernathy and Sons,food_dining,Sales executive,53,CA,Laguna Hills,42.83,0
Medhurst PLC,shopping_net,Production manager,66,ID,Spirit Lake,22.54,0
Klein Group,entertainment,Wellsite geologist,67,CA,Claremont,236.66,0
"Moen, Reinger and Murphy",grocery_pos,Investment analyst,49,MO,Redford,102.23,0
Wilkinson LLC,personal_care,Colour technologist,36,OR,Bay City,22.22,0
Kuhic LLC,shopping_net,Counsellor,35,MO,Kansas City,20.62,0
Carroll PLC,health_fitness,Web designer,40,CA,Smith River,87.88,0
"Bins, Balistreri and Beatty",shopping_pos,"Administrator, education",84,AK,Wales,268.16,0
"Bahringer, Bergnaum and Quitzon",home,Public librarian,49,WY,Jelm,21.79,0
Zulauf LLC,personal_care,"Engineer, maintenance",67,OR,Gardiner,78.49,0
Daugherty LLC,kids_pets,"Surveyor, minerals",36,UT,Thompson,14.1,0
Kozey-Kuhlman,personal_care,Water engineer,48,CO,Littleton,162.01,0
Morissette LLC,entertainment,"Engineer, production",30,MO,Independence,26.02,0
Wiza LLC,misc_pos,Naval architect,25,MO,Owensville,2.62,0
Schmitt Inc,gas_transport,"Research officer, political party",39,WA,Conway,59.63,0
Williamson LLC,misc_pos,Freight forwarder,47,WY,Fort Washakie,36.17,0
Bins-Rice,gas_transport,"Sales professional, IT",33,UT,Altonah,60.68,0
Bradtke PLC,grocery_pos,Product/process development scientist,50,WY,Lagrange,108.42,0
Kunde-Sanfo,misc_net,"Pilot, airline",35,WY,Laramie,10.21,0
Lynch Lt,shopping_pos,"Civil engineer, contracting",62,CA,Santa Monica,65.41,0
"Cole, Hills and Jewess",home,Tourist information centre manager,48,MO,Meadville,66.24,0
Simonis-Prohask,misc_pos,Clothing/textile technologist,24,WA,Tekoa,120.86,0
"Torp, Muller and Bore",health_fitness,"Lecturer, higher education",30,WY,Riverton,70.66,0
"Kutch, Steuber and Gerhol",food_dining,Colour technologist,36,OR,Bay City,81.75,0
"Stroman, Hudson and Erdman",gas_transport,Video editor,67,WA,Ashford,62.43,0
Schmitt Inc,gas_transport,Colour technologist,36,OR,Bay City,73.2,0
Flatley Group,misc_pos,Contractor,42,AZ,Phoenix,3.78,0
Gislason Group,misc_pos,"Scientist, audiological",94,CA,Fields Landing,26.92,0
Brown Inc,kids_pets,Cartographer,57,ID,Mesa,181.46,0
Goyette Inc,shopping_net,Investment analyst,49,MO,Redford,3.4,0
Monahan-Mo,personal_care,Cytogeneticist,69,MO,Browning,132.06,0
Kuhic LLC,shopping_net,"Geologist, engineering",66,AZ,Parks,379.42,0
Volkman-Predovic,shopping_net,Special educational needs teacher,45,WA,Orient,7.26,0
"Romaguera, Wehner and Tromp",kids_pets,"Administrator, education",84,AK,Wales,170.17,0
Kris-Weimann,misc_net,Counselling psychologist,23,AZ,Phoenix,3.0,0
Harris Group,food_dining,Colour technologist,64,MO,Camden,56.86,0
"Fadel, Mertz and Rippin",entertainment,Electronics engineer,34,MO,Centerview,16.67,0
Botsford and Sons,home,"Surveyor, minerals",83,NE,Campbell,2.09,0
Volkman-Predovic,shopping_net,"Scientist, audiological",60,UT,Mendon,127.02,0
"Cronin, Kshlerin and Webe",health_fitness,Public relations account executive,59,NM,Lamy,16.43,0
Pacocha-Bauch,shopping_pos,Firefighter,50,CA,Norwalk,4.46,0
Parisian and Sons,gas_transport,Licensed conveyancer,23,NM,Ruidoso,77.27,0
Bogisich Inc,grocery_pos,Electronics engineer,34,MO,Centerview,101.82,0
"Medhurst, Cartwright and Ebert",personal_care,Research scientist (maths),95,NE,Howells,64.97,0
"Mante, Luettgen and Hackett",health_fitness,Human resources officer,56,NE,Manley,90.15,0
Huel Lt,misc_net,Musician,41,WA,Burbank,1.07,0
Prosacco LLC,personal_care,Insurance broker,41,NE,Sutherland,6.66,0
Fritsch LLC,travel,Geoscientist,61,UT,Hatch,7.25,0
"Reinger, Weissnat and Strosin",food_dining,"Civil engineer, contracting",68,AZ,Humboldt,11.55,0
Turner LLC,travel,Public relations account executive,84,CO,Meredith,6.62,0
"Graham, Hegmann and Hammes",food_dining,Insurance broker,41,NE,Sutherland,9.2,0
Block-Hauck,travel,Agricultural consultant,73,MO,Blairstown,7.43,0
"Huel, Hammes and Witting",grocery_pos,"Research officer, political party",39,WA,Conway,58.97,0
Howe Lt,misc_pos,Naval architect,25,MO,Owensville,4.22,0
Prohaska-Murray,gas_transport,Electronics engineer,34,MO,Centerview,57.38,0
DuBuque LLC,grocery_pos,"Scientist, research (maths)",32,HI,Paauilo,69.01,0
"Johnson, Runolfsdottir and Maye",misc_net,Clinical research associate,50,MO,Odessa,121.46,0
Cartwright-Harris,grocery_pos,"Pilot, airline",35,WY,Laramie,186.3,0
Rau-Robel,kids_pets,Sales executive,53,CA,Laguna Hills,25.2,0
"Little, Gutmann and Lynch",shopping_net,"Lecturer, higher education",30,WY,Riverton,2.7,0
Kulas Group,health_fitness,"Sales professional, IT",33,UT,Altonah,25.95,0
"Haley, Jewess and Bechtel",shopping_pos,Public relations account executive,84,CO,Meredith,7.54,0
"Osinski, Ledner and Leuschke",grocery_pos,Public relations account executive,84,CO,Meredith,127.85,0
Larkin Lt,kids_pets,"Engineer, agricultural",43,MO,Kissee Mills,48.47,0
Crona and Sons,kids_pets,"Lecturer, higher education",30,WY,Riverton,34.15,0
Schmitt Inc,gas_transport,"Surveyor, minerals",36,UT,Thompson,62.71,0
"Bins, Balistreri and Beatty",shopping_pos,Airline pilot,38,CA,Napa,307.73,0
Harris Inc,gas_transport,Tax inspector,35,MO,Rocky Mount,74.05,0
Romaguera and Sons,travel,Product designer,88,NE,Westerville,502.5,0
Lemke-Gutmann,shopping_net,Historic buildings inspector/conservation officer,51,NM,Espanola,2.54,0
Cummerata-Hilpert,entertainment,Public house manager,49,WA,Burlington,83.04,0
Prohaska-Murray,gas_transport,Insurance broker,41,NE,Sutherland,64.83,0
Harris Inc,gas_transport,"Administrator, education",84,AK,Wales,72.95,0
Doyle Lt,grocery_pos,Science writer,68,CA,San Jose,100.51,0
Leannon-Nikolaus,travel,Water engineer,48,CO,Littleton,8.94,0
Herman Inc,misc_pos,Magazine features editor,44,CA,Sacramento,1.37,0
Kilback Group,food_dining,Occupational hygienist,63,MO,Saint Louis,147.06,0
Towne LLC,misc_pos,Tax inspector,35,MO,Rocky Mount,3.35,0
Rempel Inc,shopping_net,Aeronautical engineer,44,MO,Matthews,354.48,0
"Rowe, Batz and Goodwin",grocery_pos,"Scientist, physiological",59,OR,Eugene,53.68,0
"Crist, Jakubowski and Littel",home,Wellsite geologist,57,CA,Corona,67.37,0
Cruickshank-Mills,entertainment,Special educational needs teacher,45,WA,Orient,86.29,0
"Lockman, West and Runte",grocery_pos,Call centre manager,65,CA,Greenview,123.93,0
Romaguera Lt,health_fitness,"Surveyor, minerals",36,UT,Thompson,8.07,0
"Runte, Green and Em",health_fitness,Colour technologist,36,OR,Bay City,79.87,0
Ernser-Feest,home,Community arts worker,54,CO,Iliff,39.25,0
Johnston-Caspe,travel,Advertising account planner,41,CA,Glendale,1.85,0
Kuvalis Lt,gas_transport,Exercise physiologist,94,MO,Clarksville,36.24,0
Morissette LLC,entertainment,Petroleum engineer,36,AZ,Superior,145.71,0
Mayert Group,shopping_pos,Public house manager,49,WA,Burlington,305.54,0
Cole PLC,grocery_pos,Dealer,47,OR,Athena,90.88,0
Jakubowski Inc,home,Network engineer,67,CO,Kirk,133.83,0
Schmitt Inc,gas_transport,Town planner,57,MO,Luray,59.8,0
"Tromp, Kerluke and Glove",grocery_net,Tax inspector,35,MO,Rocky Mount,20.1,0
Rau-Grant,kids_pets,Chief Marketing Officer,80,WA,Colton,30.35,0
Abernathy and Sons,food_dining,Systems analyst,77,CA,Grenada,9.25,0
Padberg-Welch,grocery_pos,Nature conservation officer,61,ID,Malad City,118.84,0
Pacocha-O'Reilly,grocery_pos,Investment analyst,49,MO,Redford,99.74,0
Windler LLC,kids_pets,"Investment banker, corporate",73,MO,Unionville,83.53,0
"Parisian, Schiller and Altenwerth",misc_net,Associate Professor,56,NE,Brainard,495.17,0
"Harris, Gusikowski and Heaney",grocery_net,"Lecturer, higher education",30,WY,Riverton,50.42,0
"Jones, Sawayn and Romague",misc_net,Telecommunications researcher,73,NE,Holstein,2.64,0
"Schaefer, Maggio and Daugherty",gas_transport,Human resources officer,56,NE,Manley,73.41,0
Gerlach Inc,shopping_net,Tax inspector,35,MO,Rocky Mount,3.94,0
Dach-Nade,misc_net,"Engineer, communications",22,MO,Ballwin,5.65,0
"Roberts, Ryan and Smith",personal_care,"Buyer, industrial",32,CA,Daly City,6.31,0
Herzog Lt,misc_pos,"Buyer, industrial",32,CA,Daly City,49.26,0
Christiansen-Gusikowski,misc_pos,"Engineer, maintenance",67,OR,Gardiner,10.57,0
"Gutmann, McLaughlin and Wiz",home,Colour technologist,36,OR,Bay City,20.71,0
Keeling-Crist,misc_pos,"Therapist, art",35,NM,Moriarty,153.26,0
Runte-Moh,food_dining,"Nurse, children's",43,NE,North Loup,24.61,0
Jakubowski Inc,home,Occupational psychologist,69,CA,Tomales,66.92,0
"Jenkins, Hauck and Friesen",gas_transport,Tourist information centre manager,48,MO,Meadville,68.75,0
Kuvalis Lt,gas_transport,Cartographer,57,ID,Mesa,44.96,0
"Schaefer, McGlynn and Bosco",gas_transport,Community arts worker,54,CO,Iliff,66.79,0
"Bins, Balistreri and Beatty",shopping_pos,Aeronautical engineer,44,MO,Matthews,3.36,0
"Romaguera, Wehner and Tromp",kids_pets,Music therapist,39,WY,Rock Springs,128.47,0
Conroy-Cruickshank,gas_transport,Educational psychologist,42,WY,Manville,41.78,0
Harber Inc,gas_transport,Magazine features editor,44,CA,Sacramento,68.94,0
Rowe-Vandervort,grocery_net,Magazine features editor,44,CA,Sacramento,45.63,0
Beier-Hyatt,shopping_pos,"Scientist, audiological",60,UT,Mendon,6.89,0
Koss and Sons,gas_transport,Tax inspector,35,MO,Rocky Mount,45.74,0
Dibbert and Sons,entertainment,Community arts worker,54,CO,Iliff,29.65,0
Botsford Lt,shopping_pos,Product designer,88,NE,Westerville,648.82,0
Macejkovic-Lesch,shopping_pos,"Surveyor, minerals",36,UT,Thompson,1.28,0
"Bernier, Streich and Jewess",grocery_net,Water engineer,48,CO,Littleton,27.33,0
Cruickshank-Mills,entertainment,"Therapist, music",35,CA,Mountain Center,34.61,0
Windler LLC,kids_pets,Electronics engineer,34,MO,Centerview,65.9,0
Wilkinson PLC,kids_pets,Counsellor,35,MO,Kansas City,64.54,0
"Denesik, Powlowski and Pouros",home,"Solicitor, Scotland",49,NE,Ravenna,80.82,0
Simonis-Prohask,misc_pos,"Engineer, petroleum",86,OR,Scotts Mills,8.17,0
Simonis-Prohask,misc_pos,"Research officer, political party",39,WA,Conway,5.62,0
"Windler, Goodwin and Kovacek",home,"Designer, exhibition/display",51,CA,Sun City,15.14,0
Reynolds-Schinne,misc_pos,"Engineer, automotive",49,NE,Hooper,9.3,0
"Monahan, Bogisich and Ledne",misc_pos,Investment analyst,49,MO,Redford,4.51,0
Flatley-Durgan,misc_net,"Education officer, museum",56,WY,Freedom,12.73,0
"Moore, Dibbert and Koepp",misc_net,Barista,49,CA,Oakland,112.29,0
Quitzon-Goyette,home,"Engineer, automotive",49,NE,Hooper,19.94,0
Jast Lt,shopping_net,"Research officer, political party",39,WA,Conway,1.81,0
"Gottlieb, Considine and Schultz",shopping_net,Osteopath,39,WA,Issaquah,46.63,0
Hills-Boye,personal_care,"Surveyor, land/geomatics",45,NM,Kirtland Afb,70.02,0
Lubowitz-Walte,kids_pets,Cartographer,57,ID,Mesa,27.1,0
"Hayes, Marquardt and Dibbert",misc_net,Private music teacher,53,MO,Brashear,875.31,1
Runte-Moh,food_dining,"Surveyor, minerals",36,UT,Thompson,1.07,0
Rau and Sons,grocery_pos,"Engineer, building services",60,OR,Portland,81.84,0
Kunze Inc,grocery_pos,"Solicitor, Scotland",49,NE,Ravenna,97.57,0
"Hoppe, Harris and Bedn",entertainment,"Investment banker, corporate",73,MO,Unionville,21.35,0
Kling-Ernse,entertainment,Health physicist,52,CA,Newhall,114.42,0
Heller PLC,health_fitness,Further education lecturer,35,CO,Pueblo,45.88,0
Crooks and Sons,personal_care,Telecommunications researcher,73,NE,Holstein,20.47,0
Bernier and Sons,kids_pets,Television/film/video producer,66,NE,Nelson,5.56,0
Hamill-D'Amore,health_fitness,"Engineer, building services",60,OR,Portland,1.51,0
Roob-Okunev,health_fitness,"Surveyor, land/geomatics",35,NM,Red River,76.93,0
Kutch-Ferry,home,"Research officer, political party",39,WA,Conway,37.01,0
Block Group,misc_pos,Public relations account executive,84,CO,Meredith,7.8,0
"Tillman, Fritsch and Schmitt",misc_net,"Surveyor, land/geomatics",35,NM,Red River,7.1,0
Gibson-Deckow,entertainment,Telecommunications researcher,73,NE,Holstein,1.38,0
Douglas-White,entertainment,"Therapist, art",35,NM,Moriarty,144.81,0
Parker-Kunde,personal_care,Museum/gallery exhibitions officer,31,CO,Colorado Springs,24.39,0
Kihn-Schuste,food_dining,"Surveyor, land/geomatics",35,NM,Red River,1.4,0
Bruen-Yost,misc_pos,Electronics engineer,34,MO,Centerview,6.09,0
Hamill-Daugherty,misc_net,Research scientist (physical sciences),46,OR,Newberg,7.11,0
Kutch and Sons,grocery_pos,Tax inspector,35,MO,Rocky Mount,98.79,0
"Schaefer, McGlynn and Bosco",gas_transport,"Sales professional, IT",33,UT,Altonah,54.05,0
"Nitzsche, Kessler and Wol",shopping_pos,Location manager,33,UT,Moab,3.52,0
"Lehner, Reichert and Mills",misc_pos,Historic buildings inspector/conservation officer,51,NM,Espanola,6.1,0
Volkman PLC,food_dining,Health service manager,96,CA,June Lake,4.31,0
Friesen-Ortiz,personal_care,Electronics engineer,34,MO,Centerview,32.02,0
"Pouros, Walker and Spence",kids_pets,Petroleum engineer,36,AZ,Superior,186.41,0
Bauch-Rayno,grocery_pos,Education administrator,57,CA,Vinton,108.51,0
Mosciski Group,travel,Geoscientist,61,UT,Hatch,2.25,0
Lynch Lt,shopping_pos,Wellsite geologist,67,CA,Claremont,5.27,0
"Cole, Hills and Jewess",home,Health physicist,52,CA,Newhall,30.88,0
Auer-Mosciski,grocery_pos,Town planner,57,MO,Luray,137.55,0
"Reichert, Huels and Hoppe",shopping_net,Geoscientist,26,CA,San Jose,141.62,0
Graham and Sons,health_fitness,"Engineer, agricultural",43,MO,Kissee Mills,75.26,0
"Douglas, Schneider and Turne",shopping_pos,Agricultural consultant,73,MO,Blairstown,3.66,0
Abernathy and Sons,food_dining,Physiotherapist,56,HI,Honokaa,13.97,0
Botsford Lt,shopping_pos,Learning mentor,68,CA,Indian Wells,1.41,0
"Swift, Bradtke and Marquardt",grocery_net,Osteopath,39,WA,Issaquah,44.14,0
Block-Hauck,travel,Call centre manager,65,CA,Greenview,6.97,0
"Reilly, Heaney and Cole",gas_transport,Historic buildings inspector/conservation officer,51,NM,Espanola,73.4,0
Lynch Lt,shopping_pos,"Designer, exhibition/display",51,CA,Sun City,7.31,0
Altenwerth-Kilback,home,Network engineer,78,NE,Valentine,68.13,0
Gislason Group,misc_pos,"Surveyor, minerals",83,NE,Campbell,5.78,0
Ruecker Group,misc_net,"Editor, magazine features",28,CA,Hawthorne,7.54,0
Hackett-Lueilwitz,grocery_pos,Early years teacher,50,CA,Helm,92.12,0
Jakubowski Inc,home,"Scientist, research (maths)",32,HI,Paauilo,6.39,0
Kutch Group,grocery_net,Water engineer,48,CO,Littleton,97.5,0
Torp-Lemke,misc_pos,"Surveyor, land/geomatics",35,NM,Red River,4.64,0
"Schuppe, Nolan and Hoege",shopping_pos,Location manager,33,UT,Moab,32.62,0
"Witting, Beer and Ernse",home,Teaching laboratory technician,38,WA,Vancouver,16.39,0
Breitenberg-Hermiston,kids_pets,Product designer,88,NE,Westerville,24.3,0
"Schuppe, Nolan and Hoege",shopping_pos,Historic buildings inspector/conservation officer,51,NM,Espanola,5.32,0
Dare-Gibson,health_fitness,Tourist information centre manager,48,MO,Meadville,75.08,0
Marks Inc,gas_transport,Water engineer,48,CO,Littleton,67.09,0
Greenholt Lt,health_fitness,Materials engineer,81,WY,Yellowstone National Park,11.0,0
Ruecker-Mayert,kids_pets,Podiatrist,51,CA,Lakeport,53.66,0
Champlin-Caspe,home,Cytogeneticist,69,MO,Browning,193.93,0
Pouros-Conroy,shopping_pos,"Designer, exhibition/display",51,CA,Sun City,256.35,0
Jast Lt,shopping_net,Firefighter,50,CA,Norwalk,3.85,0
Pacocha-O'Reilly,grocery_pos,"Engineer, maintenance",67,OR,Gardiner,101.26,0
"Wintheiser, Dietrich and Schimmel",misc_pos,Advertising account planner,41,CA,Glendale,5.76,0
Adams-Barrows,health_fitness,Community arts worker,54,CO,Iliff,9.04,0
"Stanton, Jakubowski and Baumbach",shopping_net,Location manager,33,UT,Moab,8.07,0
Fisher-Schowalte,shopping_net,"Lecturer, higher education",30,WY,Riverton,8.24,0
Streich Lt,home,Airline pilot,38,CA,Napa,19.12,0
"Raynor, Reinger and Hagenes",gas_transport,"Engineer, automotive",49,NE,Hooper,81.37,0
"Windler, Goodwin and Kovacek",home,Licensed conveyancer,23,NM,Ruidoso,22.51,0
Herman Inc,misc_pos,Learning mentor,68,CA,Indian Wells,121.94,0
Sawayn PLC,shopping_pos,Barista,49,CA,Oakland,138.0,0
"Jenkins, Hauck and Friesen",gas_transport,Aeronautical engineer,44,MO,Matthews,77.61,0
Rau and Sons,grocery_pos,Colour technologist,36,OR,Bay City,117.25,0
Marks Inc,gas_transport,Museum education officer,81,OR,Kent,53.42,0
Mohr-Baye,shopping_net,Electronics engineer,34,MO,Centerview,1041.76,1
Baumbach Lt,personal_care,"Surveyor, land/geomatics",35,NM,Red River,12.48,0
Kozey-Boehm,shopping_net,Firefighter,50,CA,Norwalk,1.49,0
Heaney-Marquardt,entertainment,"Engineer, production",30,MO,Independence,3.96,0
"Connelly, Reichert and Fritsch",gas_transport,Research scientist (maths),95,NE,Howells,83.69,0
Champlin-Caspe,home,Video editor,67,WA,Ashford,24.05,0
Kilback and Sons,entertainment,Location manager,33,UT,Moab,19.86,0
Lynch-Wisozk,home,Research scientist (maths),95,NE,Howells,28.66,0
Berge LLC,gas_transport,"Research officer, political party",39,WA,Conway,68.61,0
"Medhurst, Cartwright and Ebert",personal_care,"Research officer, political party",39,WA,Conway,10.77,0
"Hagenes, Kohler and Hoppe",food_dining,"Pilot, airline",35,WY,Laramie,25.02,0
"Kling, Howe and Schneide",home,Chiropodist,56,NE,Sprague,26.19,0
Botsford PLC,home,Tourist information centre manager,48,MO,Meadville,66.07,0
O'Connell-Ullrich,home,Aeronautical engineer,44,MO,Matthews,138.2,0
"Dare, Fritsch and Zboncak",health_fitness,Community arts worker,54,CO,Iliff,35.66,0
Koelpin and Sons,misc_net,Chiropodist,56,NE,Sprague,4.72,0
Bahringer-Streich,food_dining,Public relations account executive,84,CO,Meredith,34.05,0
Berge-Hills,kids_pets,Television/film/video producer,66,NE,Nelson,22.1,0
Bartoletti and Sons,personal_care,Planning and development surveyor,41,OR,Lake Oswego,22.68,0
Bins-Rice,gas_transport,"Engineer, civil (consulting)",57,AK,Huslia,40.35,0
Kirlin and Sons,personal_care,Music therapist,39,WY,Rock Springs,34.0,0
Lynch-Moh,travel,Chief Marketing Officer,80,WA,Colton,1.85,0
Labadie LLC,personal_care,Music therapist,39,WY,Rock Springs,5.8,0
Thompson-Gleason,health_fitness,"Surveyor, land/geomatics",35,NM,Red River,58.55,0
Kassulke Inc,entertainment,Production manager,66,ID,Spirit Lake,4.04,0
Rodriguez Group,gas_transport,Clinical research associate,50,MO,Odessa,89.37,0
Fadel Inc,health_fitness,Firefighter,50,CA,Norwalk,92.99,0
Stark-Batz,entertainment,"Engineer, petroleum",86,OR,Scotts Mills,26.4,0
"Zemlak, Tillman and Cremin",personal_care,"Education officer, museum",56,WY,Freedom,11.7,0
Langworth LLC,personal_care,"Surveyor, minerals",36,UT,Thompson,29.6,0
Bartoletti-Wunsch,gas_transport,"Investment banker, corporate",73,MO,Unionville,73.73,0
Conroy Lt,shopping_pos,Research scientist (physical sciences),46,OR,Newberg,5.4,0
"Stroman, Hudson and Erdman",gas_transport,Educational psychologist,42,WY,Manville,57.03,0
Conroy-Em,food_dining,Hotel manager,36,CO,Arvada,2.52,0
"Baumbach, Strosin and Nicolas",shopping_pos,"Engineer, building services",60,OR,Portland,9.49,0
"Kuhic, Bins and Pfeffe",shopping_net,Tourist information centre manager,48,MO,Meadville,88.38,0
Effertz LLC,entertainment,"Teacher, early years/pre",82,MO,Louisiana,168.76,0
"Dare, Fritsch and Zboncak",health_fitness,Advertising account planner,41,CA,Glendale,26.74,0
"Konopelski, Schneider and Hartmann",food_dining,Colour technologist,64,MO,Camden,21.92,0
Lynch-Wisozk,home,Land/geomatics surveyor,38,MO,Arnold,98.44,0
"Weimann, Kuhic and Beahan",shopping_pos,Further education lecturer,35,CO,Pueblo,1.03,0
Kutch and Sons,grocery_pos,Colour technologist,36,OR,Bay City,89.13,0
Bartoletti and Sons,personal_care,Chartered public finance accountant,64,CA,San Diego,121.76,0
"Stanton, Jakubowski and Baumbach",shopping_net,Wellsite geologist,57,CA,Corona,9.57,0
"Stanton, Jakubowski and Baumbach",shopping_net,Magazine features editor,44,CA,Sacramento,4.19,0
"Olson, Becker and Koch",gas_transport,Land/geomatics surveyor,51,MO,Utica,68.74,0
Dare-Gibson,health_fitness,Barrister,87,OR,Cascade Locks,39.02,0
Metz-Boehm,shopping_pos,Tourist information centre manager,48,MO,Meadville,108.52,0
"Heathcote, Yost and Kertzmann",shopping_net,Health physicist,52,CA,Newhall,325.03,0
Dietrich-Fadel,health_fitness,Production manager,38,MO,Wheaton,68.84,0
"Wiza, Schaden and Stark",misc_pos,Comptroller,35,CA,San Diego,26.73,0
Fisher Inc,shopping_net,Firefighter,50,CA,Norwalk,1.13,0
Quitzon-Goyette,home,Counsellor,35,MO,Kansas City,31.11,0
Fadel-Hilpert,health_fitness,Tax inspector,35,MO,Rocky Mount,16.52,0
Kassulke PLC,shopping_net,Immigration officer,36,CA,Fiddletown,98.87,0
Beer-Jast,kids_pets,Musician,41,WA,Burbank,75.25,0
"Lockman, West and Runte",grocery_pos,Armed forces training and education officer,64,CA,Port Costa,122.13,0
Torp-Labadie,gas_transport,Dealer,71,NE,Weeping Water,48.76,0
"Lakin, Ferry and Beatty",food_dining,Research scientist (physical sciences),42,WY,Lonetree,47.56,0
Buckridge PLC,misc_pos,Investment analyst,49,MO,Redford,5.56,0
Harber Inc,gas_transport,Osteopath,39,WA,Issaquah,95.35,0
Donnelly PLC,misc_net,"Engineer, automotive",49,NE,Hooper,21.4,0
Adams-Barrows,health_fitness,Tax inspector,35,MO,Rocky Mount,1.28,0
Kihn-Schuste,food_dining,"Surveyor, land/geomatics",35,NM,Red River,24.35,0
Berge-Hills,kids_pets,Museum education officer,81,OR,Kent,269.19,0
Fisher-Schowalte,shopping_net,"Pilot, airline",35,WY,Laramie,5.76,0
"Boehm, Predovic and Reinge",misc_pos,Location manager,33,UT,Moab,2.96,0
"Roberts, Daniel and Macejkovic",kids_pets,"Therapist, occupational",72,CA,Carlotta,48.22,0
